Date,Open,High,Low,Close,Adj Close,Volume,MA20,MA50,MA200,Daily_Return,Volatility,Momentum,Trend,Day,Month,Year,DayOfWeek,IsMonthStart,IsMonthEnd
2015-01-29 00:00:00+05:30,207.3477935791016,213.6109771728516,207.3020782470703,212.44520568847656,198.88034057617188,36117653,199.89370346069336,,,0.02486632315053372,,8.563867187499994,Downtrend,29,1,2015,3,0,0
2015-01-30 00:00:00+05:30,212.5823516845703,212.8680877685547,207.7821044921875,209.21075439453125,195.85240173339844,21746801,200.20629119873047,,,-0.015224873084159984,0.020022858983984666,4.163641357421881,Downtrend,30,1,2015,4,0,0
2015-02-02 00:00:00+05:30,209.39361572265625,210.27366638183597,207.0277862548828,207.56495666503903,194.3116607666016,19302710,200.46344757080078,,,-0.007866697552213586,0.02011642882145636,1.6412277221679403,Downtrend,2,2,2015,0,0,0
2015-02-03 00:00:00+05:30,208.74215698242188,215.0624847412109,208.74215698242188,214.3195953369141,200.635009765625,17092333,201.16919860839843,,,0.03254228835349826,0.021035299679792983,7.071226501464878,Downtrend,3,2,2015,1,0,0
2015-02-04 00:00:00+05:30,214.66246032714844,215.7368011474609,211.64517211914065,212.3080596923828,198.7519378662109,14072894,202.2286819458008,,,-0.009385682356151892,0.017932469226231894,4.471089172363293,Downtrend,4,2,2015,2,0,0
2015-02-05 00:00:00+05:30,213.953857421875,214.84532165527344,209.7479248046875,211.1422882080078,197.6605987548828,12365643,203.02186584472656,,,-0.005490943142074323,0.017658603195395268,2.917868041992193,Downtrend,5,2,2015,3,0,0
2015-02-06 00:00:00+05:30,211.2337188720703,212.5823516845703,206.41061401367188,207.9878387451172,194.70753479003903,9045844,203.79733428955078,,,-0.014939922692241536,0.01769202493305254,-0.8343261718750057,Downtrend,6,2,2015,4,0,0
2015-02-09 00:00:00+05:30,205.9991607666016,209.83935546875,203.8961944580078,204.9705352783203,191.88291931152344,8839692,204.2133560180664,,,-0.014507114863068993,0.01764269448524855,-4.075640869140614,Downtrend,9,2,2015,0,0,0
2015-02-10 00:00:00+05:30,205.2677001953125,206.75347900390625,196.87869262695312,201.61036682128903,188.7373046875,13651008,204.5756607055664,,,-0.01639342187631332,0.01787045092356759,-7.274658203125028,Downtrend,10,2,2015,1,0,0
2015-02-11 00:00:00+05:30,202.52468872070312,206.8106384277344,201.8389434814453,205.88487243652344,192.73887634277344,9781008,205.23340911865233,,,0.021201814582398892,0.018188020619878353,-2.859574890136713,Downtrend,11,2,2015,2,0,0
2015-02-12 00:00:00+05:30,207.55352783203125,208.91358947753903,202.8104248046875,207.8163909912109,194.54708862304688,8709626,206.0814521789551,,,0.009381546744202884,0.017959197455669942,-0.4651748657226733,Downtrend,12,2,2015,3,0,0
2015-02-13 00:00:00+05:30,208.92501831054688,210.47938537597656,207.7935333251953,209.72506713867188,196.33384704589844,7393680,206.6900550842285,,,0.009184435059993445,0.016505833961818147,1.3920700073242074,Downtrend,13,2,2015,4,0,0
2015-02-16 00:00:00+05:30,209.99935913085935,211.25657653808597,205.724853515625,206.36489868164065,193.188232421875,12266698,207.06836013793946,,,-0.016021777953750482,0.017026090443814826,-1.8480926513671534,Downtrend,16,2,2015,0,0,0
2015-02-18 00:00:00+05:30,205.724853515625,207.55352783203125,204.44479370117188,206.10202026367188,192.94216918945312,9835036,207.3198013305664,,,-0.0012738523830756465,0.016892135704115654,-1.2892135620117244,Downtrend,18,2,2015,2,0,0
2015-02-19 00:00:00+05:30,207.31350708007807,207.46209716796875,202.8789978027344,206.1934509277344,193.0277404785156,9550637,207.30837173461913,,,0.000443618475673091,0.015814050004069678,-0.5863220214843352,Downtrend,19,2,2015,3,0,0
2015-02-20 00:00:00+05:30,204.6390838623047,204.8105316162109,199.16452026367188,199.5759735107422,186.83279418945312,18717199,206.9237808227539,,,-0.032093538311803504,0.017326387309216883,-6.047167968749989,Downtrend,20,2,2015,4,0,0
2015-02-23 00:00:00+05:30,198.8559417724609,200.41030883789065,193.6328125,194.6271514892578,182.1999969482422,14104463,206.55461883544922,,,-0.024796682358249944,0.017286014360588877,-9.659921264648432,Downtrend,23,2,2015,0,0,0
2015-02-24 00:00:00+05:30,195.2671813964844,195.85006713867188,191.3241271972656,192.34130859375,180.06007385253906,19946218,206.03516311645507,,,-0.011744727690956247,0.01737848994127366,-10.682841491699207,Downtrend,24,2,2015,1,0,0
2015-02-25 00:00:00+05:30,194.0214080810547,195.781494140625,192.2498779296875,192.7299041748047,180.42384338378903,15274116,205.51056442260742,,,0.002020343855908102,0.01737272108634429,-9.406199645996082,Downtrend,25,2,2015,2,0,0
2015-02-26 00:00:00+05:30,193.4042205810547,194.2957000732422,191.2326812744141,192.467041015625,180.17779541015625,21459750,204.76938400268554,,,-0.0013638939961350127,0.016552096001029082,-8.327279663085932,Downtrend,26,2,2015,3,0,0
2015-02-27 00:00:00+05:30,193.7356719970703,196.81011962890625,193.0613555908203,195.5643310546875,183.0773162841797,18659378,203.9253402709961,,,0.016092573682841893,0.01586050057568313,-4.004783630371094,Downtrend,27,2,2015,4,0,0
2015-03-02 00:00:00+05:30,198.63877868652344,200.12457275390625,195.5643310546875,197.55300903320312,184.93898010253903,14579511,203.3424530029297,,,0.010168919699162782,0.01593188287690086,-0.7988998413085824,Downtrend,2,3,2015,0,0,0
2015-03-03 00:00:00+05:30,198.63877868652344,207.19921875,198.27305603027344,205.90773010253903,192.76026916503903,20636925,203.25959167480468,,,0.04229103424049452,0.018776536743427608,7.601538085937477,Downtrend,3,3,2015,1,0,0
2015-03-04 00:00:00+05:30,207.0963592529297,207.93069458007807,201.1646270751953,202.94757080078125,189.98912048339844,14476047,202.69099044799805,,,-0.014376144597794682,0.017342119609427973,4.956823730468756,Downtrend,4,3,2015,2,0,0
2015-03-05 00:00:00+05:30,204.01048278808597,205.4391326904297,200.73031616210935,202.28468322753903,189.3685607910156,10716702,202.18982162475587,,,-0.003266299619289037,0.017269560353553166,4.684812927246071,Downtrend,5,3,2015,3,0,0
2015-03-09 00:00:00+05:30,202.3189697265625,203.83905029296875,197.5301513671875,198.787353515625,186.0945587158203,14065391,201.57207489013672,,,-0.017289147433768304,0.0175838710051099,1.2663452148437386,Downtrend,9,3,2015,0,0,0
2015-03-10 00:00:00+05:30,198.6273498535156,200.19314575195312,195.5300445556641,196.38723754882807,183.84765625,15234060,200.99204483032227,,,-0.012073786004743403,0.017491712360355457,-1.3097793579102017,Downtrend,10,3,2015,1,0,0
2015-03-11 00:00:00+05:30,196.79869079589844,198.7759246826172,194.84429931640625,195.65577697753903,183.1628875732422,11635873,200.52630691528321,,,-0.0037245830249390544,0.01727413238883156,-2.3726867675781307,Downtrend,11,3,2015,2,0,0
2015-03-12 00:00:00+05:30,196.12437438964844,198.27305603027344,195.5757598876953,197.4501495361328,184.8426971435547,11782380,200.31829605102538,,,0.00917106863039252,0.017112247694550952,-1.050338745117159,Downtrend,12,3,2015,3,0,0
2015-03-13 00:00:00+05:30,198.63877868652344,198.7759246826172,193.6099548339844,194.3185577392578,181.9110565185547,12936157,199.7399803161621,,,-0.015860164219839823,0.01659126621197238,-4.367082214355435,Downtrend,13,3,2015,4,0,0
2015-03-16 00:00:00+05:30,194.6385803222656,195.1986083984375,192.0784454345703,192.48989868164065,180.19918823242188,13839990,198.9736557006836,201.2032568359375,,-0.0094106248980651,0.016398681113107064,-5.888298034667912,Downtrend,16,3,2015,0,0,0
2015-03-17 00:00:00+05:30,194.42141723632807,196.5586700439453,192.2384490966797,195.8614959716797,183.35548400878903,19070082,198.28047714233398,201.06130676269532,,0.017515710243140248,0.01684289844036345,-2.347549438476534,Downtrend,17,3,2015,1,0,0
2015-03-18 00:00:00+05:30,195.89578247070312,199.38168334960935,195.3700408935547,198.55877685546875,185.8805389404297,9269885,197.8901710510254,200.98404571533203,,0.013771368744059265,0.016973620474331687,1.084626770019554,Downtrend,18,3,2015,2,0,0
2015-03-19 00:00:00+05:30,200.1360015869141,200.39886474609372,195.2328948974609,195.7014923095703,183.2056884765625,13934612,197.37014465332032,200.89398406982423,,-0.014390119596567885,0.017204449233517494,-1.048049926757784,Downtrend,19,3,2015,3,0,0
2015-03-20 00:00:00+05:30,196.10150146484372,196.8444061279297,193.9756774902344,195.2328948974609,182.7670135498047,10405717,196.82211685180664,200.9762741088867,,-0.0023944498663717173,0.01719106228004571,-0.8114685058593807,Downtrend,20,3,2015,4,0,0
2015-03-23 00:00:00+05:30,195.781494140625,197.4958648681641,191.5755615234375,192.4556121826172,180.1670684814453,13251683,196.4660987854004,200.9198141479492,,-0.01422548549670577,0.015999997505067903,-2.9555770874023324,Downtrend,23,3,2015,0,0,0
2015-03-24 00:00:00+05:30,192.48989868164065,195.2786102294922,192.48989868164065,193.8271026611328,181.45098876953125,9238431,196.42609634399415,200.9467868041992,,0.0071262690807594176,0.015143392173714866,-1.3280731201171818,Downtrend,24,3,2015,1,0,0
2015-03-25 00:00:00+05:30,194.06712341308597,194.1814117431641,192.2384490966797,193.1299285888672,180.79833984375,10264941,196.46552734375,200.8763833618164,,-0.0035968864142001955,0.014921553680564583,-1.7726623535156136,Downtrend,25,3,2015,2,0,0
2015-03-26 00:00:00+05:30,192.2613067626953,194.124267578125,188.3753967285156,189.56402587890625,177.46011352539062,20621346,196.30723342895507,200.78037841796876,,-0.01846374995328659,0.015490101662453064,-4.549952697753895,Downtrend,26,3,2015,3,0,0
2015-03-27 00:00:00+05:30,190.61550903320312,190.8669586181641,183.19798278808597,185.5409698486328,173.69393920898438,23326922,195.96092987060547,200.6365997314453,,-0.021222676674124696,0.01615606471283794,-7.695249938964849,Downtrend,27,3,2015,4,0,0
2015-03-30 00:00:00+05:30,186.66102600097656,186.91246032714844,182.05506896972656,185.3238067626953,173.49066162109375,17330588,195.44890365600585,200.5259652709961,,-0.0011704319866101542,0.015606818651881096,-7.195803833007801,Downtrend,30,3,2015,0,0,0
2015-03-31 00:00:00+05:30,186.9810333251953,190.38693237304688,186.9810333251953,188.8097076416016,176.75396728515625,20235395,195.0117385864258,200.35109924316407,,0.01880978455924942,0.016090177294781273,-3.004724121093716,Downtrend,31,3,2015,1,0,1
2015-04-01 00:00:00+05:30,188.55825805664065,191.78128051757807,185.8609771728516,191.10696411132807,178.90455627441406,14588531,194.27170028686524,200.1972625732422,,0.012167046379242041,0.012782073499467562,0.03771362304681247,Downtrend,1,4,2015,2,1,0
2015-04-06 00:00:00+05:30,191.0955352783203,191.55270385742188,187.7582244873047,188.5011138916016,176.465087890625,12334096,193.54937744140625,199.94582092285157,,-0.013635558661318381,0.012750383431040672,-1.848098754882784,Downtrend,6,4,2015,0,0,0
2015-04-07 00:00:00+05:30,188.82113647460935,191.11839294433597,188.82113647460935,190.37550354003903,178.2197723388672,21275454,192.95391845703125,199.62489013671876,,0.009943652903373845,0.013106210376478671,0.5120300292968523,Downtrend,7,4,2015,1,0,0
2015-04-08 00:00:00+05:30,190.52407836914065,198.7530670166016,190.38693237304688,197.93017578125,185.2920837402344,24821205,192.9110595703125,199.43813781738282,,0.039683005957865225,0.01574982686214245,7.519245910644543,Downtrend,8,4,2015,2,0,0
2015-04-09 00:00:00+05:30,197.8387451171875,205.49627685546875,196.30723571777344,204.60479736328125,191.54049682617188,27276420,193.32193756103516,199.4900259399414,,0.03372210202757553,0.017181224371152343,13.116098022460932,Downtrend,9,4,2015,3,0,0
2015-04-10 00:00:00+05:30,204.5705108642578,207.73638916015625,203.2333068847656,206.7191925048828,193.51991271972656,25323219,193.87510833740234,199.5698013305664,,0.010334044796845188,0.017214030983062917,13.871566772460938,Downtrend,10,4,2015,4,0,0
2015-04-13 00:00:00+05:30,207.2792205810547,211.38229370117188,205.4391326904297,210.86798095703125,197.4037628173828,20177342,194.54599990844727,199.72272338867188,,0.020069681977160636,0.01759157170393112,15.88995971679688,Downtrend,13,4,2015,0,0,0
2015-04-15 00:00:00+05:30,210.5251007080078,214.77674865722656,207.37066650390625,211.130859375,197.6498870849609,22231264,195.38661499023436,199.79952758789062,,0.0012466492863243417,0.017010111252616852,13.593849182128906,Downtrend,15,4,2015,2,0,0
2015-04-16 00:00:00+05:30,211.3251495361328,214.41102600097656,210.0679473876953,212.2052001953125,198.65562438964844,20177302,196.37238006591798,199.79472747802734,,0.00508850683170059,0.01670146233136595,11.980050659179682,Downtrend,16,4,2015,3,0,0
2015-04-17 00:00:00+05:30,213.7366943359375,215.85108947753903,210.89083862304688,211.86231994628903,198.33462524414065,23958678,197.17242126464845,199.8477587890625,,-0.0016157956954301333,0.01649463568115214,9.331909179687472,Downtrend,17,4,2015,4,0,0
2015-04-20 00:00:00+05:30,214.25100708007807,214.2852935791016,200.8103179931641,202.44468688964844,189.51834106445312,37628162,197.36671676635743,199.7453533935547,,-0.04445166586974092,0.019546483703570285,-1.219496154785162,Downtrend,20,4,2015,0,0,0
2015-04-21 00:00:00+05:30,203.4733123779297,204.6962432861328,199.42739868164065,200.3417205810547,187.54965209960935,17707007,197.59872817993164,199.4657958984375,,-0.010387856262881634,0.01939893080061442,-4.506523132324219,Downtrend,21,4,2015,1,0,0
2015-04-22 00:00:00+05:30,201.58750915527344,202.69613647460935,198.18161010742188,201.09605407714844,188.25579833984372,14761313,197.89188613891602,199.2415557861328,,0.003765234190391986,0.01938522367766261,-4.824244689941395,Downtrend,22,4,2015,2,0,0
2015-04-23 00:00:00+05:30,202.0332489013672,203.3018798828125,198.65020751953125,200.4788818359375,187.67807006835935,13337818,198.29304962158204,199.0282876586914,,-0.003069042025927393,0.019061891831974268,-5.696287536621099,Downtrend,23,4,2015,3,0,0
2015-04-24 00:00:00+05:30,200.4674530029297,202.1703948974609,198.55877685546875,200.90174865722656,188.0739288330078,12709854,198.64678192138672,198.8865658569336,,0.0021092836183869146,0.019026867455167348,-4.903115844726557,Downtrend,24,4,2015,4,0,0
2015-04-27 00:00:00+05:30,201.1646270751953,202.86756896972656,199.1988067626953,200.078857421875,187.30360412597656,11042925,198.9942283630371,198.78873229980468,,-0.0040959884164849525,0.019034873573340647,-5.061973571777344,Uptrend,27,4,2015,0,0,0
2015-04-28 00:00:00+05:30,199.94171142578125,201.61036682128903,196.2500915527344,197.77017211914065,185.1422882080078,14687371,199.40453567504883,198.7119284057617,,-0.011538876883260052,0.018704281921502516,-6.0608779907226165,Uptrend,28,4,2015,1,0,0
2015-04-29 00:00:00+05:30,197.0386962890625,198.9930877685547,193.70138549804688,194.2957000732422,181.8896942138672,16387960,199.8422721862793,198.48014495849608,,-0.01756823088471282,0.018479015940975778,-7.851834106445324,Uptrend,29,4,2015,2,0,0
2015-04-30 00:00:00+05:30,194.2957000732422,197.93017578125,193.8271026611328,197.1186981201172,184.53244018554688,34802149,200.4320167541504,198.2661911010742,,0.014529390232572492,0.018648902596136552,-3.520185852050787,Uptrend,30,4,2015,3,0,1
2015-05-04 00:00:00+05:30,197.99874877929688,204.33050537109372,196.69583129882807,203.65618896484372,190.6524658203125,15078502,201.1743408203125,198.14481353759766,,0.03316524970524526,0.019534328531601124,3.8379180908202954,Uptrend,4,5,2015,0,0,0
2015-05-05 00:00:00+05:30,204.2847900390625,206.1363067626953,202.3189697265625,203.93048095703125,190.9092712402344,17846755,201.81551666259764,198.09612518310547,,0.0013468384809798284,0.01944507949840692,3.9636306762695312,Uptrend,5,5,2015,1,0,0
2015-05-06 00:00:00+05:30,203.43902587890625,204.98196411132807,199.32452392578125,201.21034240722656,188.36280822753903,22438208,202.45097808837892,197.99829162597655,,-0.013338558007803814,0.019431467758147226,1.156629943847662,Uptrend,6,5,2015,2,0,0
2015-05-07 00:00:00+05:30,200.01028442382807,200.79888916015625,196.5815277099609,199.03880310058597,186.32994079589844,16735535,202.88414306640624,197.8551986694336,,-0.010792384132251254,0.019618876949711532,-0.809184265136679,Uptrend,7,5,2015,3,0,0
2015-05-08 00:00:00+05:30,199.095947265625,204.2962188720703,196.83297729492188,203.37045288085935,192.78369140625,17104443,203.15615692138672,197.93108825683595,,0.02176284077675228,0.018183723240655737,3.233308410644497,Uptrend,8,5,2015,4,0,0
2015-05-11 00:00:00+05:30,204.09048461914065,205.59913635253903,201.9303741455078,204.79910278320312,194.1379547119141,14214007,203.1658721923828,198.13452728271486,,0.007024864635477357,0.016606407286857448,4.272222900390631,Uptrend,11,5,2015,0,0,0
2015-05-12 00:00:00+05:30,204.55908203125,204.55908203125,197.7587432861328,198.57020568847656,188.2333068847656,16650201,202.7584228515625,198.25910522460939,,-0.030414669840230557,0.017754946482975324,-1.8058090209960938,Uptrend,12,5,2015,1,0,0
2015-05-13 00:00:00+05:30,199.63311767578125,203.1304473876953,195.9414978027344,202.3189697265625,191.7869110107422,16701434,202.33097229003906,198.45088653564454,,0.018878784080866184,0.017679372300145192,1.4880752563476562,Uptrend,13,5,2015,2,0,0
2015-05-14 00:00:00+05:30,202.52468872070312,202.57041931152344,198.9359436035156,200.7417449951172,190.29183959960935,12329713,201.81151657104493,198.61638061523436,,-0.00779573330952088,0.017709784002725472,-0.7337539672851676,Uptrend,14,5,2015,3,0,0
2015-05-15 00:00:00+05:30,201.58750915527344,202.74185180664065,198.8902282714844,199.770263671875,189.37091064453125,8331715,201.18976974487305,198.70049926757812,,-0.004839458395989427,0.01762867787742344,-1.9703918457031193,Uptrend,15,5,2015,4,0,0
2015-05-18 00:00:00+05:30,199.9874267578125,204.35336303710935,199.3702545166016,203.7933349609375,193.1845550537109,9847540,200.78632049560548,198.82530578613282,,0.020138489158078254,0.01836562724291973,2.0389648437499943,Uptrend,18,5,2015,0,0,0
2015-05-19 00:00:00+05:30,203.72476196289065,206.8106384277344,202.66184997558597,204.70767211914065,194.05128479003903,14513036,200.89946975708008,198.80130462646486,,0.004486590095688969,0.015401881169871595,2.8755828857422046,Uptrend,19,5,2015,1,0,0
2015-05-20 00:00:00+05:30,205.81629943847656,208.23927307128903,205.19911193847656,207.7478179931641,196.9331817626953,8708891,201.26977462768554,198.8973095703125,,0.014851157470317178,0.015482083799096233,5.261981201171892,Uptrend,20,5,2015,2,0,0
2015-05-21 00:00:00+05:30,208.29641723632807,209.2450408935547,204.376220703125,204.98196411132807,194.31130981445312,10759523,201.46407012939454,198.9512551879883,,-0.013313515918261243,0.015842358006124282,1.9018112182616562,Uptrend,21,5,2015,3,0,0
2015-05-22 00:00:00+05:30,205.0391082763672,207.0049285888672,205.0391082763672,206.6049041748047,195.8497467041016,8349048,201.7703712463379,199.10760620117188,,0.007917477376669035,0.015881481058391846,3.2013061523437614,Uptrend,22,5,2015,4,0,0
2015-05-25 00:00:00+05:30,205.724853515625,207.55352783203125,203.9761962890625,204.4676513671875,193.8237762451172,6617337,201.94866638183595,199.26921447753907,,-0.010344637346115015,0.016104113444159587,1.097198486328125,Uptrend,25,5,2015,0,0,0
2015-05-26 00:00:00+05:30,204.5819396972656,204.8105316162109,201.77037048339844,202.2046813964844,191.6785888671875,9510249,202.0549575805664,199.40019256591796,,-0.011067618547831781,0.016294617509462164,-1.5292190551757585,Uptrend,26,5,2015,1,0,0
2015-05-27 00:00:00+05:30,202.52468872070312,203.64476013183597,201.19891357421875,202.36468505859372,191.8302764892578,8078236,202.28468322753906,199.49848327636718,,0.0007912955377902264,0.01604027450709932,-1.3737869262695597,Uptrend,27,5,2015,2,0,0
2015-05-28 00:00:00+05:30,202.4904022216797,204.41050720214844,199.32452392578125,200.19314575195312,189.7717742919922,26538868,202.5795555114746,199.61597503662108,,-0.010730821467252682,0.01568658253223805,-3.4904663085937386,Uptrend,28,5,2015,3,0,0
2015-05-29 00:00:00+05:30,201.13034057617188,202.6275634765625,199.5759735107422,200.4674530029297,190.0318145751953,29277517,202.74699325561522,199.7755261230469,,0.0013702130007808844,0.015389453591926838,-3.2858779907226676,Uptrend,29,5,2015,4,0,0
2015-06-01 00:00:00+05:30,201.1531982421875,206.8449249267578,200.69602966308597,206.2391662597656,195.5030517578125,19594976,202.8761421203613,199.9830795288086,,0.028791273448022237,0.014931898268511781,2.241252136230429,Uptrend,1,6,2015,0,1,0
2015-06-02 00:00:00+05:30,207.03921508789065,210.022216796875,203.77047729492188,205.4162750244141,194.7230224609375,20178960,202.95043182373047,200.1202294921875,,-0.003989985269408303,0.014968052216832473,1.3475006103516023,Uptrend,2,6,2015,1,0,0
2015-06-03 00:00:00+05:30,205.49627685546875,208.11355590820312,203.09616088867188,204.8905334472656,194.22462463378903,15546279,203.13444137573242,200.3040103149414,,-0.0025593959246218434,0.01463506266181546,1.1074874877929517,Uptrend,3,6,2015,2,0,0
2015-06-04 00:00:00+05:30,206.68490600585935,209.4279022216797,204.02191162109372,208.62786865234372,197.76742553710935,15931395,203.6138946533203,200.57190979003906,,0.01824064363637401,0.014841391964909972,4.480232238769503,Uptrend,4,6,2015,3,0,0
2015-06-05 00:00:00+05:30,207.9878387451172,209.59934997558597,206.74205017089844,207.4963836669922,196.69483947753903,13066337,203.82019119262696,200.87272521972656,,-0.00542346040661057,0.01421204072815242,3.259599304199213,Uptrend,5,6,2015,4,0,0
2015-06-08 00:00:00+05:30,207.2792205810547,208.0106964111328,201.8618011474609,202.3989715576172,191.8627777099609,10846953,203.70018463134767,201.04416259765625,,-0.02456626963463493,0.015237505017272128,-1.6309448242187443,Uptrend,8,6,2015,0,0,0
2015-06-09 00:00:00+05:30,201.96466064453125,203.5876007080078,200.5474548339844,201.99896240234372,191.4835662841797,9153355,203.87162246704102,201.2215432739258,,-0.00197633986079615,0.013527962023715036,-2.010382080078159,Uptrend,9,6,2015,1,0,0
2015-06-10 00:00:00+05:30,202.52468872070312,207.9878387451172,202.29611206054688,207.05064392089844,196.27230834960935,13509379,204.10820617675782,201.5712756347656,,0.025008452808251258,0.014016316064733808,2.5727035522460824,Uptrend,10,6,2015,2,0,0
2015-06-11 00:00:00+05:30,207.0963592529297,207.8964080810547,199.70169067382807,200.50173950195312,190.0643310546875,14676438,204.0962059020996,201.87049102783203,,-0.03162948105318264,0.015733788750073488,-4.007060241699207,Uptrend,11,6,2015,3,0,0
2015-06-12 00:00:00+05:30,200.92462158203125,204.0561981201172,200.753173828125,203.4047393798828,192.81619262695312,21543824,204.2779296875,202.23210968017577,,0.014478676769292598,0.01600791215159385,-1.3977890014648438,Uptrend,12,6,2015,4,0,0
2015-06-15 00:00:00+05:30,204.55908203125,206.86778259277344,203.43902587890625,206.1248779296875,195.39474487304688,12858570,204.3945068359375,202.5784130859375,,0.013373034267035955,0.015650211451521706,1.3337783813476562,Uptrend,15,6,2015,0,0,0
2015-06-16 00:00:00+05:30,205.49627685546875,206.86778259277344,204.1705017089844,206.6277618408203,195.87139892578125,13929305,204.49051132202146,202.88882904052736,,0.002439705076765941,0.015630725744636732,1.7155136108398494,Uptrend,16,6,2015,1,0,0
2015-06-17 00:00:00+05:30,206.87921142578125,215.4053649902344,204.35336303710935,212.85665893554688,201.77609252929688,26232634,204.7459533691406,203.37593994140624,,0.030145499516783802,0.01670287834648663,7.147798156738276,Uptrend,17,6,2015,2,0,0
2015-06-18 00:00:00+05:30,213.1652374267578,224.4686737060547,213.15380859375,223.77149963378903,212.12271118164065,49366799,205.68543014526367,204.04385986328126,,0.051277891670503006,0.01969531366761892,16.54827575683592,Uptrend,18,6,2015,3,0,0
2015-06-19 00:00:00+05:30,224.58297729492188,230.04611206054688,224.58297729492188,227.8174285888672,215.95802307128903,45710935,206.7460563659668,204.6416049194336,,0.018080626718324222,0.019915902981861452,18.562100219726574,Uptrend,19,6,2015,4,0,0
2015-06-22 00:00:00+05:30,227.8860015869141,230.5718536376953,225.49729919433597,226.6859436035156,214.88543701171875,19394187,207.8569709777832,205.08322784423828,,-0.004966630482839518,0.019732061881468657,15.001918029785116,Uptrend,22,6,2015,0,0,0
2015-06-23 00:00:00+05:30,226.9030914306641,229.20034790039065,226.5259246826172,227.4402618408203,215.6004943847656,16007498,209.11875,205.49764923095702,,0.0033275915802881695,0.019360562471160903,13.212106323242182,Uptrend,23,6,2015,1,0,0
